StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q655,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q594,Q175,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q196,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,agent_level,bonus_group
2025-08-18 06:32:40,2025-08-18 07:02:38,IP Address,24.107.63.125,100,1798,True,2025-08-18 07:02:38,R_6fYzGjJHOawvzy1,,,,,38.804,-90.8534,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1366x768,8.283,9.717,12.207,2,I confirm my participation in the study,671bbaf1bec15d847b871b9b,94.488,214.466,216.132,5,25.67,77.523,79.854,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,34.248,394.723,396.726,4,,4242,,18.669,206.392,208.301,6,,7.021,565.804,568.583,2,APPL3,,,,,,,,,,,17.478,45.414,50.657,4,I will let the AI agent play,The AI agent has sufficient training to play the game,,,,,,3.195,87.097,88.693,16,33,M,United states,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,7. Strongly agree,7. Strongly agree,2,6,No comments,,3400839060,,0,671bbaf1bec15d847b871b9b,APPL3,APPL3
2025-08-18 06:41:12,2025-08-18 07:06:15,IP Address,165.120.228.71,100,1503,True,2025-08-18 07:06:16,R_2LkxeTWBtRoH4OH,,,,,53.0674,-0.8225,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,13.221,13.221,14.87,1,I confirm my participation in the study,6720fbc84253185973cbe564,41.448,57.262,57.569,2,0,0,95.117,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,13.353,133.021,135.128,3,,4242,,,,,,,,,,,,0,0,56.27,0,,4.231,837.864,839.72,3,APPL3,12.624,13.186,57.843,2,I will play myself,"I think I needed more rounds (another 2 or 3) to make it so I would be happy with it's choices. I managed to get it to avoid lava and go for the balls, but it still picks up reds & has unoptimized movement, so I know I can do better myself.",1.787,56.992,59.734,2,2323,0.8,27.887,28.471,11,36,M,United Kingdom,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,7. Strongly agree,1. Strongly disagree,7. Strongly agree,"I missed putting my thoughts for the last couple updates as I was focussed on updating it! Sorry! But the reasoning was to try and get the AI away from picking reds up, but it did not get this. I enjoyed it though, shows how machine learning works over time & lots of little increments. :)",,6145711749,,2,6720fbc84253185973cbe564,APPL3,2323
2025-08-18 06:35:11,2025-08-18 07:09:51,IP Address,161.77.114.101,100,2079,True,2025-08-18 07:09:51,R_1U38ASSEOUQo9Lb,,,,,42.0986,-72.5931,anonymous,EN,Chrome,130.0.0.0,Windows NT 10.0,1280x1024,10.635,10.635,11.856,1,I confirm my participation in the study,67919517904684e49fc1556b,61.454,69.515,181.701,2,0,0,46.297,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,49.368,441.35,444.275,2,,4242,,,,,,,,,,,,10.179,10.179,232.149,1,,10.65,635.084,636.921,2,APPL2,23.162,25.106,51.453,3,I will play myself,I would like to play myself to avoid plenty losses,7.879,75.538,77.016,2,2322,1.347,61.479,69.859,11,35,M,United states,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,4. Neither agree nor disagree,5,,,3463996967,,3,67919517904684e49fc1556b,APPL2,2322
2025-08-18 06:30:56,2025-08-18 07:09:54,IP Address,82.19.40.166,100,2337,True,2025-08-18 07:09:54,R_20U7Qxi9EUBPna2,,,,,50.9363,-1.4329,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,14.272,24.352,25.287,2,I confirm my participation in the study,66a4fa7405982fe08190da12,48.378,48.378,49.477,1,10.369,10.369,11.812,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,458.063,941.734,944.708,3,,4242,,,,,,,,,,,,15.106,186.447,187.422,3,,2.99,894.141,896.425,2,APPL2,5.126,17.722,18.547,4,I will let the AI agent play,i want to see the results of ai training,,,,,,1.706,38.798,39.537,15,40,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,7. Strongly agree,5,5,,,2049326612,,3,66a4fa7405982fe08190da12,APPL2,APPL2
2025-08-18 06:48:47,2025-08-18 07:11:47,IP Address,174.166.146.54,100,1380,True,2025-08-18 07:11:48,R_7tm8AmKFMu41nWN,,,,,40.4436,-74.3817,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,259.043,259.043,260.649,1,I confirm my participation in the study,67563017947dfe388187d85d,0,0,64.942,0,0,0,25.05,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,31.2,436.721,440.348,2,,4242,,,,,,,,,,,,0,0,22.404,0,,4.467,281.76,284.335,2,APPL1,16.842,34.687,38.984,3,I will play myself,I would like to play myself so I have more control of the movement and possible reward,5.24,35.512,38.95,2,2321,1.483,31.678,33.622,11,47,M,United states,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",4. Neither agree nor disagree,5,5,6,3,,,1810472112,,3,67563017947dfe388187d85d,APPL1,2321
2025-08-18 06:49:58,2025-08-18 07:13:55,IP Address,71.213.131.194,100,1436,True,2025-08-18 07:13:55,R_642HHYUonOb0wA5,,,,,40.2479,-83.3609,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1360x768,4.601,4.601,6.037,1,I confirm my participation in the study,66293ce3dba0764775195e58,137.509,137.509,236.864,1,0,0,57.837,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,49.159,245.791,249.178,2,,4242,,,,,,,,,,,,0,0,71.556,0,,6.27,481.886,485.034,2,APPL3,4.686,26.046,39.873,3,I will play myself,I prefer to take a shot at it myself.,2.936,45.376,47.882,3,2321,1.648,32.217,33.988,11,50,F,United states,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",7. Strongly agree,7. Strongly agree,7. Strongly agree,2,7. Strongly agree,Thank You,,9213920571,,1,66293ce3dba0764775195e58,APPL3,2321
2025-08-18 06:52:50,2025-08-18 07:14:25,IP Address,89.46.180.30,100,1295,True,2025-08-18 07:14:26,R_11jBgMdCyU2a1J2,,,,,34.9458,-81.9334,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1366x768,4.236,4.236,6.005,1,I confirm my participation in the study,66fc5dc2ea1f07a1c9676134,112.562,112.562,114.392,1,52.745,65.797,72.343,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,79.277,349.074,373.171,2,,4242,,15.551,19.47,20.977,2,,4.761,238.223,240.753,2,APPL1,,,,,,,,,,,2.015,30.847,47.833,4,I will play myself,"i would like t do it alone ",3.888,91.308,99.76,2,2321,2.259,48.212,58.322,10,37,F,United states,,Bachelor level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",7. Strongly agree,7. Strongly agree,6,1. Strongly disagree,7. Strongly agree,thank you for this study,,7275138532,,0,66fc5dc2ea1f07a1c9676134,APPL1,2321
2025-08-18 06:38:19,2025-08-18 07:14:40,IP Address,80.189.247.40,100,2180,True,2025-08-18 07:14:40,R_2qkFMB7rZIEvXBL,,,,,54.5034,-6.7672,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,286.739,286.739,287.577,1,I confirm my participation in the study,60819ba1a8862e33495f8914,49.46,51.636,168.8,3,0,0,19.968,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,20.018,123.728,125.958,2,,4242,,269.398,269.398,319.296,1,,1.502,848.873,850.83,4,APPL3,,,,,,,,,,,2.891,3.936,11.8,2,I will play myself,I'm better.,3.896,54.863,56.115,2,2321,0.916,29.847,30.164,15,33,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",2,3,5,5,3,,,2710628007,,0,60819ba1a8862e33495f8914,APPL3,2321
2025-08-18 06:29:01,2025-08-18 07:15:22,IP Address,84.55.20.174,100,2781,True,2025-08-18 07:15:22,R_8jUNzCWIdcvkmXe,,,,,51.5081,-0.1278,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,54.854,55.386,56.056,2,I confirm my participation in the study,675330fb23080b9ae3ec8239,1.588,294.262,294.808,44,13.018,79.348,79.913,11,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,54.813,586.907,589.62,13,,4242,,,,,,,,,,,,1.326,126.958,128.689,36,,8.516,759.704,765.577,2,APPL3,17.575,78.03,79.053,8,I will let the AI agent play,I will like te AI agent to play the game because i believe the AI agent is faster than me,,,,,,1.926,34.143,35.218,20,39,M,United Kingdom,,Master level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",6,7. Strongly agree,6,1. Strongly disagree,6,None,,4360504011,,1,675330fb23080b9ae3ec8239,APPL3,APPL3
2025-08-18 06:52:23,2025-08-18 07:17:03,IP Address,71.204.222.29,100,1480,True,2025-08-18 07:17:04,R_6prgCoBOqj50Cs0,,,,,39.6248,-78.2247,anonymous,EN,Chrome,126.0.0.0,CrOS x86_64 14541.0.0,1366x768,40.918,43.79,44.612,3,I confirm my participation in the study,667f5aad932eb7cb591a28ca,15.326,40.35,55.601,16,11.311,20.021,20.691,3,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,99.823,481.434,484.81,9,,4242,,,,,,,,,,,,6.7,94.723,97.541,26,,3.034,471.611,477.39,4,APPL1,14.215,35.528,35.992,4,I will play myself,I think based off of our records we both have an even chance haha,2.652,43.285,45.731,3,2322,1.233,37.925,38.847,22,38,F,United states,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,6,5,4. Neither agree nor disagree,,,9834239093,,4,667f5aad932eb7cb591a28ca,APPL1,2322
2025-08-18 06:55:13,2025-08-18 07:23:08,IP Address,213.229.127.174,100,1675,True,2025-08-18 07:23:10,R_8Th2YZGZ2LDJkgV,,,,,51.4964,-0.1224,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1536x864,8.34,11.424,12.843,2,I confirm my participation in the study,67168065986a302253d0342b,107.045,109.093,111.757,2,0,0,2.439,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,10.117,1129.333,1132.013,3,,4242,,,,,,,,,,,,0,0,4.006,0,,1.65,208.266,210.303,3,APPL1,27.863,42.031,44.133,4,I will play myself,I would make better decisions then the AI.,1.006,34.33,35.664,3,2323,1.42,24.892,26.02,11,40,M,United Kingdom,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,3,5,4. Neither agree nor disagree,,,3896222380,,1,67168065986a302253d0342b,APPL1,2323
2025-08-18 06:28:28,2025-08-18 06:29:11,IP Address,73.216.140.193,8,42,False,2025-08-18 07:28:30,R_6TXPEk4IjpWJrq1,,,,,37.7886,-79.4548,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,6.847,7.742,9,2,I confirm my participation in the study,66562875b665d8e2b1b6fc66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6816511189,,1,66562875b665d8e2b1b6fc66,,
2025-08-18 06:28:23,2025-08-18 06:47:56,IP Address,82.44.18.16,65,1172,False,2025-08-18 07:28:30,R_2TuyUZHzrwherWV,,,,,54.9749,-1.6451,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,3.004,4.56,5.316,2,I confirm my participation in the study,622bb4f79c52ad04bb91e752,24.493,113.269,113.782,17,7.5,14.552,15.49,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,25.057,442.632,443.369,5,,4242,,,,,,,,,,,,11.376,50.49,53.356,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9501964712,,2,622bb4f79c52ad04bb91e752,,
2025-08-18 06:30:15,2025-08-18 07:01:46,IP Address,86.172.124.247,54,1891,False,2025-08-18 07:30:17,R_2pLJtRhscxJ7aJb,,,,,52.4241,-1.8404,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1080x1920,4.311,4.311,13.748,1,I confirm my participation in the study,6883a8504728f57551e8c82b,0,0,402.449,0,0,0,11.242,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,0.049,480.919,483.53,5,,4242,,,,,,,,,,,,0,0,523.518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7964805913,,4,6883a8504728f57551e8c82b,,
2025-08-18 06:30:41,2025-08-18 06:40:19,IP Address,98.14.27.86,50,577,False,2025-08-18 07:30:43,R_7p8WL9OkPlRBVWB,,,,,41.3944,-74.3332,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,8.762,8.762,9.987,1,I confirm my participation in the study,63bc0a007b1c348dff56b59d,0,0,80.513,0,0,0,29.375,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,17.235,173.086,175.467,2,,4242,,0,0,8.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7727439723,,0,63bc0a007b1c348dff56b59d,,
2025-08-18 06:42:22,2025-08-18 07:41:27,IP Address,81.101.161.7,15,3545,False,2025-08-18 07:42:25,R_8CqCv5I27t2TqBb,,,,,51.2796,-0.8337,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,1.784,1.784,11.102,1,I confirm my participation in the study,5e9aff02f4a78b1a1fe7fc3c,23.165,23.165,23.521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276651884,,3,5e9aff02f4a78b1a1fe7fc3c,,
2025-08-18 06:43:00,2025-08-18 06:50:15,IP Address,150.228.9.134,19,434,False,2025-08-18 07:43:03,R_8QFX1THdkpNmBrZ,,,,,51.5081,-0.1278,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1098x618,17.79,19.839,21.168,2,I confirm my participation in the study,59a3b1a35fd74b0001abf9c1,255.255,375.863,377.395,6,13.651,13.651,15.522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275738076,,4,59a3b1a35fd74b0001abf9c1,,
2025-08-18 06:48:37,2025-08-18 06:50:21,IP Address,82.10.204.151,21,104,False,2025-08-18 07:48:58,R_2EihK8SUVo1WMTd,,,,,53.4096,-2.9792,anonymous,EN,Firefox,141.0,Windows NT 10.0,1920x1080,1.162,1.162,1.911,1,I confirm my participation in the study,5bbe9a9570f8df0001c13f11,0,0,52.196,0,15.431,15.431,19.909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290364472,,4,5bbe9a9570f8df0001c13f11,,
2025-08-18 06:49:31,2025-08-18 07:32:06,IP Address,86.167.177.71,65,2554,False,2025-08-18 07:49:35,R_2tFl5jzEykP9QIN,,,,,50.7168,-2.4342,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,1084.28,1085.944,1087.008,2,I confirm my participation in the study,5a9949f035237b00011286a6,0,0,397.918,0,0,0,17.33,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,19.651,784.666,786.931,4,,4242,,,,,,,,,,,,0,0,31.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699478177,,2,5a9949f035237b00011286a6,,
2025-08-18 07:32:28,2025-08-18 08:03:29,IP Address,120.154.80.76,100,1861,True,2025-08-18 08:03:30,R_9CxCv7dZGS8Ayqt,,,,,-34.0464,150.7336,anonymous,EN,Chrome,138.0.0.0,Macintosh,1440x900,2.437,2.437,4.138,1,I confirm my participation in the study,5e52a8ee0033f9000b01e91b,0,0,36.265,0,10.235,10.235,14.946,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,18.118,1232.465,1235.065,2,,4242,,,,,,,,,,,,0,0,21.273,0,,3.864,215.739,217.634,2,APPL3,5.865,7.197,20.26,2,I will play myself,I feel like the AI agent takes some routes that don't make logical sense,1.932,57.705,59.074,2,2322,1.527,22.869,23.675,10,29,M,Australia,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,6,4. Neither agree nor disagree,,,1377517526,,3,5e52a8ee0033f9000b01e91b,APPL3,2322
2025-08-18 08:07:33,2025-08-18 08:32:14,IP Address,172.59.184.14,100,1480,True,2025-08-18 08:32:14,R_1RVT2ps2q3qJ3BT,,,,,41.8835,-87.6305,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,10.52,10.52,12.424,1,I confirm my participation in the study,66b4d2ee1ac8c5e9060a6930,0,0,197.331,0,0,0,17.247,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,14.839,245.06,254.073,2,,4242,,,,,,,,,,,,0,0,63.929,0,,3.501,698.877,700.658,2,APPL3,11.544,12.352,31.94,2,I will let the AI agent play,"I had trouble with the left and right while playing. I wasted many moves. ",,,,,,1.152,30.68,31.47,11,42,F,United states,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",5,5,5,6,4. Neither agree nor disagree,None,,4415358720,,3,66b4d2ee1ac8c5e9060a6930,APPL3,APPL3
2025-08-18 08:19:54,2025-08-18 08:32:18,IP Address,140.141.161.117,100,743,True,2025-08-18 08:32:19,R_3duvbEHkJA5eCGh,,,,,40.5656,-89.6251,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,2.439,2.439,3.51,1,I confirm my participation in the study,5d332957d0635b00013bd785,13.841,15.535,21.091,2,11.233,11.233,12.215,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,9.183,133.424,134.463,3,,4242,,,,,,,,,,,,11.159,16.667,18.015,2,,2.416,296.51,298.021,3,APPL3,2.876,3.814,25.256,2,I will let the AI agent play,"I think the AI agent is good enough at the game compared to me. ",,,,,,1.277,52.557,56.595,21,30,M,United states,,Other:,Associate degree,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,6,7. Strongly agree,2,6,,,6049214504,,3,5d332957d0635b00013bd785,APPL3,APPL3
2025-08-18 08:18:34,2025-08-18 08:33:05,IP Address,68.50.139.120,100,870,True,2025-08-18 08:33:05,R_13TxwplKVHAJULg,,,,,39.6648,-85.9939,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,9.259,9.259,12.585,1,I confirm my participation in the study,6095e6bff657f30496a59d0e,0,0,50.907,0,0,0,14.869,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,18.479,149.597,150.939,2,,4242,,,,,,,,,,,,0,0,25.16,0,,4.754,384.821,387.5,3,APPL3,11.186,25.212,28.231,4,I will play myself,I am not confident that the AI would make the best decisions,1.958,59.491,61.583,4,2323,1.019,24.505,25.136,11,30,F,United states,,Master level academic education,,"Somewhat familiar (some knowledge, e.g., from a course or self-study)",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,7. Strongly agree,3,,,2593395424,,2,6095e6bff657f30496a59d0e,APPL3,2323
2025-08-18 08:19:37,2025-08-18 08:34:42,IP Address,172.91.192.97,100,905,True,2025-08-18 08:34:43,R_62tYRtiI4hkbNLA,,,,,34.3975,-118.5568,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1536x864,8.945,8.945,10.891,1,I confirm my participation in the study,6643a8837540ee80f2d5be45,0,0,54.643,0,0,0,16.8,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,14.527,297.886,300.398,2,,4242,,0,0,32.6,0,,3.493,343.856,348.389,2,APPL3,,,,,,,,,,,12.34,13.838,21.939,2,I will let the AI agent play,I would like to see what the AI does,,,,,,2.455,28.919,30.201,11,57,F,United states,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,5,6,4. Neither agree nor disagree,4. Neither agree nor disagree,thank you ;),,6198355706,,0,6643a8837540ee80f2d5be45,APPL3,APPL3
2025-08-18 08:23:49,2025-08-18 08:37:20,IP Address,81.178.109.182,100,810,True,2025-08-18 08:37:20,R_2llZXJylXMyoZjm,,,,,52.4165,-1.9656,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,3.426,3.426,8.804,1,I confirm my participation in the study,663fc7f72fe5d2acae3176f2,61.023,64.401,92.751,3,7.92,24.982,26.596,2,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,7.456,154.908,156.406,4,,4242,,,,,,,,,,,,0,0,38.584,0,,2.258,308.168,309.65,3,APPL2,14.898,15.555,26.11,2,I will play myself,I think I am more controlled at getting the right balls..,1.543,27.234,27.9,2,2322,1.045,24.939,25.881,16,27,Other,United Kingdom,,Master level academic education,,"Extremely familiar (professional experience, e.g., working in an AI-related field or industry)",5,6,7. Strongly agree,3,5,,,8852195171,,4,663fc7f72fe5d2acae3176f2,APPL2,2322
2025-08-18 08:21:49,2025-08-18 08:37:31,IP Address,209.93.31.80,100,942,True,2025-08-18 08:37:32,R_8p8PgqGfX2WzIEP,,,,,51.4674,-0.3556,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,4.745,4.745,5.408,1,I confirm my participation in the study,5e0a8de6b6385332d7cae588,0,0,53.854,0,0,0,16.27,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.521,108.677,110.245,2,,4242,,,,,,,,,,,,0,0,66.821,0,,4.329,500.904,503.384,2,APPL3,6.369,7.024,15.219,2,I will play myself,i think i will player better than the ai,1.696,31.39,33.076,3,2322,0.9,21.756,22.377,13,21,M,United Kingdom,,8-12 years,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",6,6,6,4. Neither agree nor disagree,5,,,2382109589,,1,5e0a8de6b6385332d7cae588,APPL3,2322
2025-08-18 08:21:19,2025-08-18 08:39:30,IP Address,86.150.60.139,100,1091,True,2025-08-18 08:39:31,R_2qEpST00JmUFnud,,,,,51.4236,-0.9554,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,3.295,3.295,4.415,1,I confirm my participation in the study,5adb9688e0feeb0001ca9622,0,0,103.592,0,0,0,15.184,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,21.583,397.778,401.267,2,,4242,,,,,,,,,,,,0,0,34.964,0,,3.744,271.677,274.267,2,APPL3,7.851,8.845,14.197,2,I will play myself,I think I can do it better,1.449,23.829,25.435,2,2321,0.929,27.121,27.818,12,36,F,United Kingdom,,"PhD, MD, or other doctoral degree",,"Slightly familiar (basic awareness, e.g., from news or media)",4. Neither agree nor disagree,4. Neither agree nor disagree,4. Neither agree nor disagree,3,5,,,1632227556,,3,5adb9688e0feeb0001ca9622,APPL3,2321
2025-08-18 08:30:12,2025-08-18 08:39:41,IP Address,90.254.214.155,100,569,True,2025-08-18 08:39:42,R_8FX4IRA3cR4hEM9,,,,,51.4193,-0.3306,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,2.965,3.808,4.601,2,I confirm my participation in the study,651c1d7524852e9f9d614ce3,20.338,31.837,32.86,3,4.486,4.486,8.696,1,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,12.066,102.677,105.993,3,,4242,,21.43,31.22,31.71,2,,4.802,196.469,200.543,4,APPL2,,,,,,,,,,,4.576,20.224,21.463,4,I will play myself,i prefer to play myself,2.243,23.056,26.239,2,2321,1.655,21.733,24.207,14,53,M,United Kingdom,,8-12 years,,"Slightly familiar (basic awareness, e.g., from news or media)",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,5,1. Strongly disagree,,,4846270774,,0,651c1d7524852e9f9d614ce3,APPL2,2321
2025-08-18 08:22:43,2025-08-18 08:39:55,IP Address,68.43.88.177,100,1032,True,2025-08-18 08:39:56,R_5IWDyhLLpl7S2AE,,,,,42.5836,-83.4989,anonymous,EN,Chrome,138.0.0.0,Macintosh,1440x900,4.535,5.7,6.238,2,I confirm my participation in the study,679007d689cfa2445155da14,0,0,70.87,0,0,0,26.429,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,22.835,144.177,146.517,2,,4242,,,,,,,,,,,,0,0,36.354,0,,4.202,461.998,463.234,2,APPL1,2.228,10.259,21.333,2,I will play myself,I have more brain power,3.916,69.241,70.712,3,2321,1.052,30.971,31.739,13,20,M,United states,,8-12 years,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",6,6,7. Strongly agree,5,5,"forgot about lava being -3, thought it was -.01 . Could've done better one the independent game.",,3202859158,,3,679007d689cfa2445155da14,APPL1,2321
2025-08-18 08:27:03,2025-08-18 08:42:47,IP Address,173.206.105.22,100,944,True,2025-08-18 08:42:47,R_1e3jRf6egyHUMhG,,,,,43.6653,-79.4343,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1280x720,47.272,47.987,49.17,2,I confirm my participation in the study,67be04f9cae8554d5724b744,0,0,51.123,0,0,0,9.095,0,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,15.019,135.513,138.471,2,,4242,,0.697,0.697,208.397,1,,4.703,317.119,318.972,2,APPL2,,,,,,,,,,,3.779,11.395,25.164,4,I will let the AI agent play,I believe the agent is strong and makes just as much hiccups as I do,,,,,,1.574,23.882,25.04,12,23,F,Canada,,Bachelor level academic education,,"Very familiar (frequent user or hobbyist, e.g., building AI models or applications)",5,6,5,5,4. Neither agree nor disagree,,,9988426860,,0,67be04f9cae8554d5724b744,APPL2,APPL2
2025-08-18 08:24:07,2025-08-18 08:44:54,IP Address,92.40.216.255,100,1247,True,2025-08-18 08:44:56,R_2LIFt4G1gf0Offs,,,,,52.4867,-1.8989,anonymous,EN,Chrome,138.0.0.0,CrOS x86_64 14541.0.0,1300x730,2.469,2.469,3.487,1,I confirm my participation in the study,665c651563503064d1dbba1b,0,0,76.4,0,15.413,20.532,23.099,7,,Turn Right,-0.1,Pickup,3.9,Turn Left,-0.1,29.586,383.041,387.078,2,,4242,,8.248,13.878,25.63,13,,4.1,10.257,15.134,2,APPL2,,,,,,,,,,,2.663,21.395,46.87,22,I will play myself,I trust myself more than the AI considering prior to training it was far below optimal across all tasks.,9.295,60.856,63.882,3,2322,1.976,41.77,42.7,14,25,M,United Kingdom,,Bachelor level academic education,,"Moderately familiar (practical experience, e.g., using AI-powered tools or assistants)",7. Strongly agree,7. Strongly agree,7. Strongly agree,7. Strongly agree,3,,,7161360239,,0,665c651563503064d1dbba1b,APPL2,2322
